SimpleName	Norm_Acute_Neg	Norm_Acute_Low	Norm_Acute_M1	Norm_Acute_M2	Norm_Acute_High	Norm_Chronic_Neg	Norm_Chronic_Low	Norm_Chronic_M1	Norm_Chronic_M2	Norm_Chronic_High
-10	1.0552256442965187	1.0187598879486213	0.5920582868836171	0.5951369690837268	-0.35599483752361083	-0.041072767727898744	-0.11768943395928458	-0.1034035728636473	-0.35124393434688744	-0.2719810834707149
-100	0.342390299954994	0.8147415555635563	0.7669609338715552	0.3469388306545611	0.325669995566271	0.0859611481158086	0.25577629209704594	0.42336183470169064	0.4394078430844625	0.2476957259797181
-102	0.9205690014352265	0.9333807683468717	0.34476946306876033	0.16882358474502446	-0.9857535536897407	0.08763196061355802	0.19473609938896644	0.3195516456246281	0.6381919214142991	-0.35212464524866666
-105	0.4092089850369467	0.8020843912167993	0.8380328488856514	0.9348112732456201	0.1464234219964273	0.26622593370662617	0.039242261879582505	-0.16230923306618827	-0.3647279524211523	-0.6630083185003398
-108	0.38673456434541614	0.2337333888174742	0.018219889213668662	0.24491068927680298	-0.054019335625409975	-0.06793079362173698	-0.12901795543371938	-0.06847717761161451	0.17949843914259433	-0.08384276012667335
-110	0.3855108716496807	0.3476116151695852	0.11656838145658653	0.25064596594576405	0.025607789884890347	0.30448102130231786	0.3320319224054413	0.38749879343126975	0.510035977046743	0.10955626538294905
-118	0.46989734125428406	0.5273590239809534	0.3873069023812051	0.1220355918307617	-0.269765367365945	0.3528242800109308	0.23414582028511122	0.11290643793313654	0.2449661457645657	-0.469600015251607
-120	0.709618288096596	0.5955122878186171	0.2964345039306819	0.3459273258682645	-0.3050595715253151	0.1353295868590419	0.0650526075525477	-0.024318214850159763	0.1721857203477208	-0.12858644349543316
-122	0.6466743738865548	0.6980599929538969	0.4848538419198718	0.7250184808009329	-0.28316706544425224	-0.05142869343325847	-0.19468061861450445	-0.23971753452301608	-0.00976746872305348	-0.15302727709734482
-131	1.3388207076844547	1.4979195493794317	0.9033541265760238	0.7114620850880704	0.12268114920786977	0.388254220107766	0.46629935525660904	0.49097083339153896	0.752923110483484	0.17023123499715662
-15	0.9538552787188509	1.0270434679325577	0.5995211574133779	0.5161530448807615	-0.6334793412089786	0.012996709822476625	0.10858351951696385	0.24642135338306215	0.3503439161032154	-0.5105860681299136
-22	1.463374591106829	1.4630955653101239	0.8258497959473713	0.3365254051638679	-0.21835597554100453	0.23526201109376788	0.034715978439811494	-0.23163961074339295	-0.2965081256927492	-0.27849589485002224
-30	0.5062039749873949	0.654213118696616	0.5956635878677604	0.2685001590537233	-0.4316952457942257	-0.0596718666191254	-0.05593178676988737	0.02925878378302378	-0.046720129272777355	-0.6864695577474758
-39	1.1995916034495222	1.434732003656014	1.0366025470850053	0.7555411523516147	-0.6102923525126702	0.36422013871131254	0.2768121569048185	0.09061018047473907	0.25329874374572175	-0.6740344767407294
-4	1.4876107357859722	1.8124884852074004	1.3409822938306544	0.44829111065937716	-0.7437328333508384	0.43666861217738256	0.36377831503128416	0.2713588123230962	0.5922329925435512	-0.6457228876051023
-44	0.671344323675554	0.797621137061938	0.6189506865394474	0.04020706206713769	-0.014479963169187007	-0.1060380667154382	-0.22986238945949264	-0.2934558544232711	-0.38468379689784243	-1.2475738111796892
-50	0.5231434229901861	0.4230413532571929	0.11622268169411071	-0.0426355223181365	-0.7402510766136161	0.043746385526631154	-0.10384569753626487	-0.23628138269411705	-0.05320851588191871	-1.0427323852999408
-64	0.8927528214422299	0.7985210988069046	0.3658474075896184	-0.07800716724757632	-0.3765249596807403	0.285663554828987	0.1877347110145049	0.09471209699876389	0.1830067383015011	-0.565535276327953
-72	0.5029905610805071	0.3715272043952884	0.054705558466312705	-0.5349148181718317	-0.04062868006076002	-0.33802119360663657	-0.09198680101872281	0.18321098742878952	-0.32133802086250507	-0.37946347918430817
-75	0.8346955010665343	0.5253470977084785	-0.2390905665584535	0.08588106684795575	0.32662359540624797	0.4856242606822069	0.5152168238348606	0.48037866090630105	0.6230936456552316	-0.48517579385460885
-77	0.6368403216915189	0.676632360037478	0.39419903801917344	-0.2500038923950968	0.14440379725196528	0.04509681643247444	-0.021924313799118723	0.011958797158892654	0.11475280236134067	-0.15761830852645647
-81	0.20247270372971324	0.3968345483192162	0.3728373378115688	0.3139536521832569	-0.6138630342366715	-0.04735077923538043	-0.2185814542520305	-0.2385511687676559	0.05119755615005603	-0.2683575495481755
0	1.8981441144460587	1.8935553777371277	0.8102655960360067	-0.19316513768026228	-1.4329054792123204	0.9808953383032544	0.7134164061797449	0.2676571758057529	-0.3489947700852473	-0.09315963145048158
116	-0.15453967104776528	-0.6011216478940188	-1.680350742568217	-0.47267158028514084	-1.7130723395903618	0.6171893207386888	0.3937401241490232	0.022682082810090157	-0.5107347445037708	-1.106054483451184
117	0.29433927139104427	0.6123592282385492	0.6375107344897526	0.32635058365263875	0.18244345200151307	0.19041864784740922	0.15424793779579787	0.058477058100125864	-0.2783991854764919	-0.4811108539998201
122	0.9090930341765022	0.6445973934359281	0.004564712473312205	-0.17029023746302857	-0.39145562828884034	0.07051338476099388	0.02372903734025822	0.046339307673371216	0.018641443555954294	0.012075197911947609
127	1.1418023583313186	0.7921359755714964	-0.03325875961812496	-0.2342022066638124	-0.42202084617782243	0.1145527582301011	0.08843453746235942	0.11904515909771082	-0.2816091901769457	0.21966896799424576
141	0.8463751254396839	0.6656958785044444	0.1566936123970182	-0.08371947634455662	-0.06533802375199436	0.45552635243960277	0.39430143139487484	0.3070522761296266	0.5183114838855849	-0.39039701924406855
148	0.42813984801109384	0.5890196227841008	0.5453996934600447	0.0026803577515448623	0.19589930583628828	0.5748218817728314	0.6608301339375224	0.612967171655337	0.42354407198709754	0.01714013279438667
158	0.5910906208243664	0.7441093806495714	0.6014743431485099	0.3072601720583695	-0.3277632286885119	0.1499040242236137	0.14572939042200228	0.15629012294602634	0.1310849823734745	0.020501715243721796
161	0.477325925229418	0.33770728291576746	-0.01334776036511121	-0.006576644930824943	-0.5032533986743633	0.06905065595315132	0.03448047067046713	0.05764440190612567	0.06428806402928339	-0.37075098958701763
169	0.11647896742344863	0.03866729387320455	-0.12353055669676442	0.4505139941692422	0.03426813493930636	-9.657091104964326e-4	-0.07163314680114936	-0.10651321254575827	-0.14602554787191846	-0.34240624785824236
170	1.0574817524482047	1.1039599000644666	0.638669969661801	0.36382782390627516	-0.048091353638467	0.32448373736398983	0.11408672225225822	-0.13241196437590885	0.5748555822403968	-0.06913230719311611
216	-0.3492238703686405	-0.07222115105728173	0.24200010624112694	-0.08209110953158763	0.11533195420769665	0.06794196904957117	0.05785906205297633	0.09903263214224435	0.08996430489137601	0.40524663645558046
22	0.6822252729891898	0.7897256001990364	0.45670192946706817	-0.16758236956629657	-0.6337983106781031	-0.1675889630997935	-0.2592556578677189	-0.3313186597886152	0.18511865781390519	0.06459293215812661
259	-2.627871291520894	-0.6393459838291429	-0.30504149614637177	-3.261095336071761	-1.1887925826247348	0.299968376422895	0.8194233809688715	0.03499984328509087	-1.441691558497337	-1.4636476556133633
332	0.8765485102798687	0.9192846063053202	0.4667654980577824	0.14080170752605375	0.16339387452876503	0.13001077529603328	0.13349582881996772	0.21259049321361856	0.7147331730923185	0.7232913934457709
356	0.6483336540258935	0.35573394325867796	-0.25260170035344165	0.2695279925002737	0.18060286900924208	0.2609408899475291	0.3730885040644401	0.4028453088629107	0.05434578026384931	-0.009824385408142157
38	0.5766606708216202	0.5345575118957426	0.30815768080383465	0.14840397397666732	-0.3718937645068393	0.17657278174877686	0.09558790219399933	-0.01612635972188767	-0.3629604494133296	-0.2815770128483627
40	0.9314725480389192	0.9236923319128428	0.4468025586622961	0.09445147246911108	-0.7211756357579284	0.37011337451289616	0.5976734043383235	0.7112752582891793	0.581585344911325	0.1753024652940775
400	-0.03608084380498523	0.39564387887308494	0.6884523400580579	-0.16971643873248285	-0.2300499522101875	0.18151137403523943	0.14894438150876926	0.16591113694563778	-0.07003468961226762	-0.26864442498142
