SimpleName	n_pairs	meanZ	tval	pval
-10	10	0.4191388895825253	2.1453059930403593	0.049062736386310195
-100	10	0.6006111103180078	3.6372646504531807	0.0018606505148499974
-102	10	0.6502476267923871	4.16092999790873	4.904923306119633e-4
-105	10	0.5302653062110572	2.8762272692433712	0.011141600578626712
-108	10	0.1856147490258236	1.2319918342806024	0.23148895201906286
-110	10	0.510811676424426	2.325913554193839	0.036571301971847006
-118	10	0.3217424056829049	1.8370739182178157	0.08403784536292098
-120	10	0.6404510645285438	3.1327172866849313	0.007312010760151897
-122	10	0.22611047529742279	1.3549168982216198	0.19231042911819365
-131	10	0.5580383556124409	2.653488600008674	0.019184983905179583
-15	10	1.0380379369035866	6.402102697794856	4.185731552463714e-6
-22	10	1.0191896305058235	4.503161656564477	6.061777894294833e-4
-30	10	0.7128283928562373	3.8177359844802305	0.0016026036730711693
-39	10	0.5487451561236645	2.729894772027139	0.01604407010728377
-4	10	1.143626679054793	4.900762029634195	3.167485867325904e-4
-44	10	0.38496559604461417	2.1645548657031854	0.045504372554197585
-50	10	0.3103298300549035	2.3498480474240386	0.026228642072219626
-64	10	0.3349326087986877	1.6670755436524411	0.11725968824918988
-72	10	-0.00498911684552954	-0.018724672256733365	0.9853784534072769
-75	10	0.2623846830683323	1.0988600933862525	0.2926948737426853
-77	10	0.4685783390408575	2.3986900545214165	0.030197896463729376
-81	10	0.38938647222088707	2.8279316501100893	0.009067936768838911
0	10	1.9025093409140958	11.266727184222397	1.799827265046496e-9
116	10	-0.3325233733550127	-0.8700902217106734	0.4043328814341801
117	10	0.37141663995426877	1.6640218558139648	0.1199595715434757
122	10	0.3744386506862841	2.024851202752904	0.06032228667911818
127	10	0.5538208051798137	3.0238839250261305	0.008155464439538438
141	10	0.683562284319511	4.172321298495791	5.497580332115366e-4
148	10	0.26690187917870273	1.6014016152534116	0.12676787901221184
158	10	0.2850885227368313	2.005064729151495	0.05657778487420713
161	10	0.20204777738226068	0.8923810446577057	0.3885480664564174
169	7	0.109463110051101	0.5018291143833289	0.6279763366361734
170	10	0.8124257374537466	4.8319456860292185	1.4005144363091047e-4
216	10	0.06496836045603188	0.41408205294406514	0.6832881200164919
22	10	0.4360599336602002	1.9870731810685447	0.0680628169185807
259	10	-0.7498715661358887	-1.6959387495197709	0.12121454316540876
332	10	0.6020037968006204	3.82976508180895	0.0010759449642305293
356	10	0.25420040313028747	1.071672380783986	0.3041810046908359
38	10	0.43339986544618414	2.3551853646853393	0.0318648208375718
40	10	0.5756173533804779	3.195949227298765	0.0055788987471565455
400	10	0.2432472953258098	1.299417151009108	0.2129135734962841
46	10	0.5519579848921286	3.408550715879841	0.0029959206431758507
461	10	0.09375776440499864	0.5258734064170419	0.6060408276838656
462	10	0.22177503319019326	0.8754253146710371	0.3985939421240158
468	10	0.14911541506596498	0.6989871232429633	0.49640820860252954
481	10	0.5163770606652286	1.9808538118609869	0.07148819851478619
51	10	0.07828580770060745	0.408697705675861	0.6885320603063309
53	10	0.20998010359665298	1.1498146548481565	0.26726489255491076
6	10	0.9691519005589022	7.547893453129051	2.5057158281024265e-8
65	10	0.36507012149398377	1.9341099772300454	0.07186596187501298
78	10	0.1968493056629978	1.0875238253402277	0.29288557116358566
ClosedChromatinRegion	30	0.07047908030192862	0.47618470285154985	0.6358073223594174
sgIFNG	6	2.8476228488844515	10.460962438444305	2.9331199636767337e-5
NonTargeting	30	5.327046674145445e-18	0	1
